Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Team_PTS,Team_AST,Tean_TRB,Team_TOV,Team_STL
470,Cam Whitmore,SF,19,HOU,5,0,32,7,15,0.467,1,5,0.2,6,10,0.6,0.5,5,10,0.5,1,7,8,2,1,0,2,2,20,whitmca01,2095,495,846,247,115
477,Jeenathan Williams,SG,24,HOU,4,0,22,6,11,0.545,0,2,0,6,9,0.667,0.545,1,2,0.5,0,0,0,2,1,0,0,2,13,willije02,2095,495,846,247,115
62,Bruce Brown,SG,27,IND,20,20,636,91,193,0.472,26,73,0.356,65,120,0.542,0.539,43,51,0.843,9,78,87,55,24,5,23,47,251,brownbr01,2568,604,801,251,158
166,Tyrese Haliburton,PG,23,IND,18,18,619,169,322,0.525,71,161,0.441,98,161,0.609,0.635,76,86,0.884,13,62,75,217,18,12,40,20,485,halibty01,2568,604,801,251,158
186,Buddy Hield,SF,31,IND,20,8,509,99,220,0.45,57,147,0.388,42,73,0.575,0.58,11,13,0.846,15,50,65,53,17,12,30,41,266,hieldbu01,2568,604,801,251,158
212,Isaiah Jackson,C,22,IND,12,0,157,24,41,0.585,0,1,0,24,40,0.6,0.585,17,24,0.708,17,34,51,10,6,19,6,34,65,jacksis01,2568,604,801,251,158
279,Bennedict Mathurin,SF,21,IND,20,12,494,95,218,0.436,24,67,0.358,71,151,0.47,0.491,45,57,0.789,23,55,78,38,11,4,27,40,259,mathube01,2568,604,801,251,158
285,T.J. McConnell,PG,31,IND,14,0,200,46,82,0.561,1,6,0.167,45,76,0.592,0.567,11,16,0.688,8,25,33,59,12,2,14,16,104,mccontj01,2568,604,801,251,158
322,Andrew Nembhard,PG,24,IND,17,2,308,52,114,0.456,9,37,0.243,43,77,0.558,0.496,6,9,0.667,9,20,29,70,15,1,22,33,119,nembhan01,2568,604,801,251,158
323,Aaron Nesmith,SF,24,IND,18,1,437,72,133,0.541,31,70,0.443,41,63,0.651,0.658,23,35,0.657,15,40,55,18,17,11,10,61,198,nesmiaa01,2568,604,801,251,158
330,Jordan Nwora,SF,25,IND,5,0,73,14,34,0.412,4,15,0.267,10,19,0.526,0.471,3,4,0.75,6,9,15,6,4,1,7,8,35,nworajo01,2568,604,801,251,158
401,Ben Sheppard,SG,22,IND,9,0,58,9,22,0.409,5,15,0.333,4,7,0.571,0.523,2,2,1,1,4,5,5,1,0,1,6,25,sheppbe01,2568,604,801,251,158
412,Jalen Smith,C,23,IND,14,0,216,53,75,0.707,14,21,0.667,39,54,0.722,0.8,20,27,0.741,20,57,77,12,5,4,15,29,140,smithja04,2568,604,801,251,158
427,Daniel Theis,C,31,IND,1,0,8,1,4,0.25,0,1,0,1,3,0.333,0.25,0,0,,0,0,0,0,0,0,0,1,2,theisda01,2568,604,801,251,158
437,Obi Toppin,PF,25,IND,20,19,495,104,170,0.612,25,68,0.368,79,102,0.775,0.685,27,34,0.794,19,44,63,27,13,12,15,40,260,toppiob01,2568,604,801,251,158
441,Myles Turner,C,27,IND,20,20,549,125,247,0.506,29,90,0.322,96,157,0.611,0.565,63,81,0.778,35,125,160,28,13,42,27,66,342,turnemy01,2568,604,801,251,158
456,Jarace Walker,PF,20,IND,5,0,41,7,18,0.389,0,5,0,7,13,0.538,0.389,3,3,1,1,7,8,6,2,2,1,4,17,walkeja02,2568,604,801,251,158
33,Nicolas Batum,PF,35,LAC,3,0,54,3,8,0.375,2,7,0.286,1,1,1,0.5,0,0,,0,7,7,5,3,4,1,5,8,batumni01,2374,518,935,281,187
65,Kobe Brown,PF,24,LAC,12,0,115,9,28,0.321,5,18,0.278,4,10,0.4,0.411,1,2,0.5,5,17,22,7,1,2,1,21,24,brownko01,2374,518,935,281,187
90,Amir Coffey,SF,26,LAC,10,0,58,4,12,0.333,0,3,0,4,9,0.444,0.333,4,4,1,2,5,7,3,1,0,2,5,12,coffeam01,2374,518,935,281,187
96,Robert Covington,PF,33,LAC,3,3,69,3,9,0.333,2,8,0.25,1,1,1,0.444,1,2,0.5,2,6,8,7,6,2,0,7,9,covinro01,2374,518,935,281,187
107,Moussa Diabaté,C,22,LAC,9,0,55,9,18,0.5,0,0,,9,18,0.5,0.5,9,12,0.75,14,5,19,4,4,0,2,4,27,diabamo01,2374,518,935,281,187
143,Paul George,PF,33,LAC,21,21,751,169,378,0.447,68,174,0.391,101,204,0.495,0.537,85,92,0.924,13,109,122,84,37,5,49,60,491,georgpa01,2374,518,935,281,187
169,James Harden,SG,34,LAC,16,16,538,75,163,0.46,38,94,0.404,37,69,0.536,0.577,64,75,0.853,5,65,70,109,25,8,36,31,252,hardeja01,2374,518,935,281,187
204,Bones Hyland,PG,23,LAC,12,2,201,37,88,0.42,17,48,0.354,20,40,0.5,0.517,9,10,0.9,2,12,14,24,7,0,19,22,100,hylanbo01,2374,518,935,281,187
252,Kawhi Leonard,SF,32,LAC,21,21,729,177,363,0.488,48,115,0.417,129,248,0.52,0.554,70,83,0.843,21,102,123,75,32,15,33,33,472,leonaka01,2374,518,935,281,187
271,Terance Mann,SG,27,LAC,15,11,396,40,92,0.435,8,40,0.2,32,52,0.615,0.478,8,15,0.533,17,39,56,29,12,6,11,30,96,mannte01,2374,518,935,281,187
277,KJ Martin,SF,23,LAC,2,0,31,4,10,0.4,1,5,0.2,3,5,0.6,0.45,1,2,0.5,1,2,3,1,2,1,2,3,10,martike04,2374,518,935,281,187
298,Jordan Miller,SF,24,LAC,2,0,7,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,,0,0,0,0,0,0,0,2,5,millejo02,2374,518,935,281,187
346,Mason Plumlee,C,33,LAC,6,0,102,12,19,0.632,0,0,,12,19,0.632,0.632,6,14,0.429,8,25,33,6,4,1,5,6,30,plumlma01,2374,518,935,281,187
357,Norman Powell,SG,30,LAC,21,0,511,85,181,0.47,38,87,0.437,47,94,0.5,0.575,46,55,0.836,4,38,42,22,14,9,22,39,254,powelno01,2374,518,935,281,187
427,Daniel Theis,C,31,LAC,10,0,176,33,70,0.471,5,12,0.417,28,58,0.483,0.507,5,10,0.5,22,27,49,12,3,11,7,27,76,theisda01,2374,518,935,281,187
440,P.J. Tucker,PF,38,LAC,12,0,173,4,14,0.286,3,11,0.273,1,3,0.333,0.393,3,3,1,15,14,29,8,6,1,2,26,14,tuckepj01,2374,518,935,281,187
467,Russell Westbrook,PG,35,LAC,21,10,539,96,222,0.432,15,55,0.273,81,167,0.485,0.466,35,56,0.625,33,106,139,103,26,10,48,49,242,westbru01,2374,518,935,281,187
494,Ivica Zubac,C,26,LAC,21,21,559,107,172,0.622,0,0,,107,172,0.622,0.622,38,64,0.594,67,125,192,19,4,31,26,58,252,zubaciv01,2374,518,935,281,187
82,Colin Castleton,C,23,LAL,3,0,23,2,5,0.4,0,0,,2,5,0.4,0.4,2,2,1,3,3,6,2,0,0,0,5,6,castlco01,2602,606,1030,337,176
85,Max Christie,SG,20,LAL,18,5,317,34,82,0.415,12,38,0.316,22,44,0.5,0.488,10,14,0.714,3,46,49,18,8,4,12,28,90,chrisma02,2602,606,1030,337,176
103,Anthony Davis,C,30,LAL,22,22,771,187,351,0.533,3,13,0.231,184,338,0.544,0.537,123,147,0.837,80,199,279,71,23,60,44,59,500,davisan02,2602,606,1030,337,176
135,Alex Fudge,SF,20,LAL,4,0,14,1,6,0.167,0,2,0,1,4,0.25,0.167,2,2,1,2,0,2,0,0,0,1,1,4,fudgeal01,2602,606,1030,337,176
165,Rui Hachimura,PF,25,LAL,14,1,322,60,120,0.5,17,42,0.405,43,78,0.551,0.571,23,30,0.767,12,37,49,15,11,3,12,22,160,hachiru01,2602,606,1030,337,176
180,Jaxson Hayes,C,23,LAL,20,0,223,25,38,0.658,0,4,0,25,34,0.735,0.658,12,22,0.545,8,26,34,7,5,9,14,39,62,hayesja02,2602,606,1030,337,176
189,D'Moi Hodge,SG,25,LAL,6,0,33,3,12,0.25,2,10,0.2,1,2,0.5,0.333,1,2,0.5,0,0,0,2,1,1,1,4,9,hodgedm01,2602,606,1030,337,176
195,Jalen Hood-Schifino,SG,20,LAL,5,0,52,4,18,0.222,1,8,0.125,3,10,0.3,0.25,5,10,0.5,1,5,6,4,0,1,4,7,14,hoodsja01,2602,606,1030,337,176
216,LeBron James,PF,39,LAL,22,22,734,204,369,0.553,50,123,0.407,154,246,0.626,0.621,91,127,0.717,19,146,165,146,32,15,75,25,549,jamesle01,2602,606,1030,337,176
255,Maxwell Lewis,SF,21,LAL,11,0,52,1,9,0.111,1,3,0.333,0,6,0,0.167,0,0,,1,2,3,3,2,0,5,2,3,lewisma05,2602,606,1030,337,176
358,Taurean Prince,PF,29,LAL,21,21,618,69,164,0.421,34,95,0.358,35,69,0.507,0.524,13,18,0.722,6,46,52,29,16,8,16,47,185,princta02,2602,606,1030,337,176
366,Austin Reaves,SG,25,LAL,23,8,670,112,240,0.467,32,97,0.33,80,143,0.559,0.533,69,80,0.863,21,88,109,108,23,2,55,32,325,reaveau01,2602,606,1030,337,176
367,Cam Reddish,SF,24,LAL,19,12,457,45,110,0.409,16,51,0.314,29,59,0.492,0.482,29,34,0.853,11,42,53,22,26,5,11,33,135,reddica01,2602,606,1030,337,176
383,D'Angelo Russell,PG,27,LAL,23,23,695,144,298,0.483,51,126,0.405,93,172,0.541,0.569,43,55,0.782,9,66,75,144,18,12,42,45,382,russeda01,2602,606,1030,337,176
445,Jarred Vanderbilt,PF,24,LAL,3,0,43,1,6,0.167,0,4,0,1,2,0.5,0.167,1,2,0.5,5,10,15,4,1,1,1,3,3,vandeja01,2602,606,1030,337,176
449,Gabe Vincent,PG,27,LAL,4,0,113,11,28,0.393,1,14,0.071,10,14,0.714,0.411,1,2,0.5,2,2,4,12,6,0,2,10,24,vincega01,2602,606,1030,337,176
488,Christian Wood,PF,28,LAL,22,1,433,53,119,0.445,14,53,0.264,39,66,0.591,0.504,31,45,0.689,21,108,129,19,4,12,29,37,151,woodch01,2602,606,1030,337,176
4,Santi Aldama,PF,23,MEM,15,4,403,77,176,0.438,25,80,0.313,52,96,0.542,0.509,18,29,0.621,26,69,95,34,11,11,17,25,197,aldamsa01,2231,502,882,300,163
24,Desmond Bane,SG,25,MEM,21,21,718,189,406,0.466,70,182,0.385,119,224,0.531,0.552,69,80,0.863,19,73,92,108,27,16,59,66,517,banede01,2231,502,882,300,163
43,Bismack Biyombo,C,31,MEM,16,15,401,40,70,0.571,0,0,,40,70,0.571,0.571,18,30,0.6,40,72,112,34,6,20,19,47,98,biyombi01,2231,502,882,300,163
149,Jacob Gilyard,PG,25,MEM,16,7,236,19,45,0.422,16,40,0.4,3,5,0.6,0.6,1,1,1,6,12,18,45,9,1,8,16,55,gilyaja01,2231,502,882,300,163
175,Shaquille Harrison,SG,30,MEM,3,0,6,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,0,0,2,harrish01,2231,502,882,300,163
211,Gregory Jackson II,PF,19,MEM,3,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,1,2,3,0,1,0,1,0,0,jacksgg01,2231,502,882,300,163
213,Jaren Jackson Jr.,C,24,MEM,21,21,649,142,330,0.43,31,102,0.304,111,228,0.487,0.477,102,123,0.829,35,88,123,37,12,38,39,74,417,jacksja02,2231,502,882,300,163
235,Luke Kennard,SG,27,MEM,8,0,172,21,58,0.362,17,46,0.37,4,12,0.333,0.509,7,7,1,3,20,23,16,5,1,5,4,66,kennalu01,2231,502,882,300,163
241,John Konchar,SF,27,MEM,17,2,303,21,57,0.368,11,33,0.333,10,24,0.417,0.465,4,6,0.667,18,51,69,24,12,12,6,17,57,konchjo01,2231,502,882,300,163
247,Jake LaRavia,PF,22,MEM,5,0,61,7,20,0.35,2,12,0.167,5,8,0.625,0.4,1,2,0.5,3,5,8,2,1,0,2,8,17,laravja01,2231,502,882,300,163
262,Kenneth Lofton Jr.,PF,21,MEM,15,0,99,14,37,0.378,3,10,0.3,11,27,0.407,0.419,8,15,0.533,2,13,15,14,3,3,6,15,39,loftoke01,2231,502,882,300,163
327,Jaylen Nowell,SG,24,MEM,7,1,140,22,50,0.44,4,20,0.2,18,30,0.6,0.48,3,3,1,3,11,14,13,3,0,3,12,51,nowelja01,2231,502,882,300,163
378,David Roddy,PF,22,MEM,21,6,498,71,162,0.438,21,68,0.309,50,94,0.532,0.503,13,19,0.684,21,67,88,22,14,8,20,32,176,roddyda01,2231,502,882,300,163
380,Derrick Rose,PG,35,MEM,12,4,227,43,97,0.443,8,23,0.348,35,74,0.473,0.485,13,15,0.867,6,16,22,40,7,1,18,13,107,rosede01,2231,502,882,300,163
407,Marcus Smart,PG,29,MEM,11,11,329,51,119,0.429,18,61,0.295,33,58,0.569,0.504,17,21,0.81,3,24,27,55,22,4,37,35,137,smartma01,2231,502,882,300,163
435,Xavier Tillman Sr.,C,25,MEM,11,5,238,36,86,0.419,8,27,0.296,28,59,0.475,0.465,5,12,0.417,17,35,52,20,17,9,11,21,85,tillmxa01,2231,502,882,300,163
482,Vince Williams Jr.,SG,23,MEM,13,0,193,17,41,0.415,11,33,0.333,6,8,0.75,0.549,13,15,0.867,6,36,42,15,4,7,7,25,58,willivi01,2231,502,882,300,163
483,Ziaire Williams,SF,22,MEM,19,8,384,54,136,0.397,23,65,0.354,31,71,0.437,0.482,21,24,0.875,12,65,77,23,9,5,23,34,152,willizi02,2231,502,882,300,163
2,Bam Adebayo,C,26,MIA,16,16,537,132,253,0.522,1,3,0.333,131,250,0.524,0.524,91,112,0.813,33,126,159,62,19,16,39,39,356,adebaba01,2473,575,895,287,172
69,Thomas Bryant,C,26,MIA,13,3,168,27,54,0.5,0,3,0,27,51,0.529,0.5,12,15,0.8,13,36,49,8,6,4,12,17,66,bryanth01,2473,575,895,287,172
74,Jimmy Butler,PF,34,MIA,18,18,613,123,268,0.459,18,46,0.391,105,222,0.473,0.493,130,147,0.884,36,57,93,74,21,8,30,16,394,butleji01,2473,575,895,287,172
75,Jamal Cain,PF,24,MIA,6,0,76,8,17,0.471,2,9,0.222,6,8,0.75,0.529,2,5,0.4,3,6,9,0,4,0,2,5,20,cainja01,2473,575,895,287,172
167,R.J. Hampton,PG,22,MIA,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,hamptrj01,2473,575,895,287,172
185,Tyler Herro,SG,24,MIA,8,8,272,68,152,0.447,25,61,0.41,43,91,0.473,0.53,22,25,0.88,3,37,40,37,11,0,20,13,183,herroty01,2473,575,895,287,172
187,Haywood Highsmith,PF,27,MIA,15,14,334,35,82,0.427,16,49,0.327,19,33,0.576,0.524,11,13,0.846,9,32,41,23,17,11,15,32,97,highsha01,2473,575,895,287,172
217,Jaime Jaquez Jr.,SF,22,MIA,22,4,601,109,209,0.522,25,67,0.373,84,142,0.592,0.581,25,31,0.806,24,56,80,56,22,5,34,51,268,jaqueja01,2473,575,895,287,172
234,Nikola Jovi?,PF,20,MIA,4,1,48,4,12,0.333,3,7,0.429,1,5,0.2,0.458,3,4,0.75,1,22,23,9,1,0,5,9,14,jovicni01,2473,575,895,287,172
266,Kevin Love,PF,35,MIA,16,4,291,40,99,0.404,25,72,0.347,15,27,0.556,0.53,27,32,0.844,16,89,105,42,3,1,9,32,132,loveke01,2473,575,895,287,172
267,Kyle Lowry,PG,37,MIA,21,21,617,66,150,0.44,44,103,0.427,22,47,0.468,0.587,22,25,0.88,17,69,86,90,25,7,30,57,198,lowryky01,2473,575,895,287,172
276,Caleb Martin,SF,28,MIA,12,2,295,55,127,0.433,17,49,0.347,38,78,0.487,0.5,11,17,0.647,13,36,49,24,10,3,13,25,138,martica02,2473,575,895,287,172
372,Josh Richardson,SG,30,MIA,19,4,531,75,162,0.463,27,82,0.329,48,80,0.6,0.546,26,29,0.897,10,40,50,57,11,5,22,36,203,richajo01,2473,575,895,287,172
373,Duncan Robinson,SF,29,MIA,20,12,587,103,218,0.472,58,139,0.417,45,79,0.57,0.606,22,27,0.815,6,46,52,57,7,3,24,51,286,robindu01,2473,575,895,287,172
376,Orlando Robinson,C,23,MIA,8,3,149,25,43,0.581,6,7,0.857,19,36,0.528,0.651,7,8,0.875,12,32,44,19,5,5,8,17,63,robinor01,2473,575,895,287,172
409,Dru Smith,SG,26,MIA,9,0,131,15,33,0.455,7,17,0.412,8,16,0.5,0.561,2,2,1,6,8,14,14,9,3,5,12,39,smithdr01,2473,575,895,287,172
421,Cole Swider,SF,24,MIA,3,0,29,6,14,0.429,4,11,0.364,2,3,0.667,0.571,0,0,,0,1,1,3,1,1,1,1,16,swideco01,2473,575,895,287,172
10,Giannis Antetokounmpo,PF,29,MIL,21,21,726,247,402,0.614,9,37,0.243,238,365,0.652,0.626,138,210,0.657,57,166,223,106,29,28,84,65,641,antetgi01,2687,552,959,301,160
11,Thanasis Antetokounmpo,PF,31,MIL,8,0,47,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,3,2,5,4,2,1,4,7,8,antetth01,2687,552,959,301,160
35,Malik Beasley,SG,27,MIL,22,22,652,94,197,0.477,65,143,0.455,29,54,0.537,0.642,8,12,0.667,13,83,96,31,20,3,16,45,261,beaslma01,2687,552,959,301,160
36,MarJon Beauchamp,SF,23,MIL,18,0,294,36,77,0.468,16,36,0.444,20,41,0.488,0.571,9,16,0.563,13,33,46,17,5,4,11,31,97,beaucma01,2687,552,959,301,160
49,Marques Bolden,C,25,MIL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,boldema01,2687,552,959,301,160
94,Pat Connaughton,SF,31,MIL,18,0,416,38,90,0.422,20,59,0.339,18,31,0.581,0.533,8,12,0.667,12,51,63,36,9,3,14,19,104,connapa01,2687,552,959,301,160
98,Jae Crowder,PF,33,MIL,9,2,240,25,47,0.532,16,31,0.516,9,16,0.563,0.702,7,12,0.583,4,31,35,15,7,3,4,14,73,crowdja01,2687,552,959,301,160
156,A.J. Green,SG,24,MIL,14,0,110,14,35,0.4,11,30,0.367,3,5,0.6,0.557,1,1,1,2,7,9,9,0,0,0,9,40,greenaj01,2687,552,959,301,160
210,Andre Jackson Jr.,SG,22,MIL,17,3,131,14,22,0.636,6,11,0.545,8,11,0.727,0.773,0,0,,10,10,20,11,5,0,8,24,34,jacksan01,2687,552,959,301,160
257,Damian Lillard,PG,33,MIL,20,20,706,147,341,0.431,60,168,0.357,87,173,0.503,0.519,157,170,0.924,14,78,92,139,21,4,56,31,511,lillada01,2687,552,959,301,160
261,Chris Livingston,SF,20,MIL,3,0,12,2,3,0.667,1,1,1,1,2,0.5,0.833,0,0,,1,1,2,1,1,0,1,0,5,livinch01,2687,552,959,301,160
264,Brook Lopez,C,35,MIL,22,22,666,112,224,0.5,41,116,0.353,71,108,0.657,0.592,31,40,0.775,31,81,112,32,19,62,20,56,296,lopezbr01,2687,552,959,301,160
265,Robin Lopez,C,35,MIL,4,0,12,0,1,0,0,1,0,0,0,,0,2,2,1,0,0,0,1,0,0,1,2,2,lopezro01,2687,552,959,301,160
296,Khris Middleton,SF,32,MIL,18,18,389,85,181,0.47,26,69,0.377,59,112,0.527,0.541,27,34,0.794,14,64,78,73,15,1,32,33,223,middlkh01,2687,552,959,301,160
341,Cameron Payne,PG,29,MIL,22,2,375,55,114,0.482,28,64,0.438,27,50,0.54,0.605,8,8,1,1,30,31,51,9,2,19,45,146,payneca01,2687,552,959,301,160
354,Bobby Portis,PF,28,MIL,22,0,520,100,210,0.476,16,55,0.291,84,155,0.542,0.514,27,35,0.771,32,112,144,26,17,13,20,52,243,portibo01,2687,552,959,301,160
460,TyTy Washington Jr.,PG,22,MIL,2,0,6,1,3,0.333,1,2,0.5,0,1,0,0.5,0,0,,0,1,1,0,1,0,2,0,3,washity02,2687,552,959,301,160
473,Lindell Wigginton,PG,25,MIL,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0,wiggili01,2687,552,959,301,160
5,Nickeil Alexander-Walker,SG,25,MIN,21,10,501,55,134,0.41,31,89,0.348,24,45,0.533,0.526,7,13,0.538,10,35,45,53,18,15,23,40,148,alexani01,2373,532,964,314,151
9,Kyle Anderson,PF,30,MIN,21,0,503,57,123,0.463,2,18,0.111,55,105,0.524,0.472,36,52,0.692,16,63,79,83,16,19,33,30,152,anderky01,2373,532,964,314,151
67,Troy Brown Jr.,SF,24,MIN,17,2,262,32,69,0.464,18,46,0.391,14,23,0.609,0.594,17,20,0.85,12,35,47,16,6,2,9,15,99,browntr01,2373,532,964,314,151
93,Mike Conley,PG,36,MIN,21,21,625,78,177,0.441,46,110,0.418,32,67,0.478,0.571,32,33,0.97,9,54,63,129,21,2,20,39,234,conlemi01,2373,532,964,314,151
121,Anthony Edwards,SG,22,MIN,19,19,637,161,356,0.452,45,119,0.378,116,237,0.489,0.515,96,111,0.865,14,93,107,92,23,9,58,35,463,edwaran01,2373,532,964,314,151
140,Luka Garza,C,25,MIN,5,0,16,4,11,0.364,0,2,0,4,9,0.444,0.364,5,8,0.625,3,3,6,1,0,0,1,4,13,garzalu01,2373,532,964,314,151
150,Rudy Gobert,C,31,MIN,21,21,688,107,173,0.618,0,0,,107,173,0.618,0.618,70,110,0.636,83,178,261,23,12,53,33,60,284,goberru01,2373,532,964,314,151
286,Jaden McDaniels,SF,23,MIN,11,11,260,46,79,0.582,11,29,0.379,35,50,0.7,0.652,2,2,1,7,17,24,14,6,4,11,36,105,mcdanja02,2373,532,964,314,151
291,Jordan McLaughlin,PG,27,MIN,5,0,19,1,4,0.25,1,2,0.5,0,2,0,0.375,2,2,1,0,0,0,5,0,2,0,2,5,mclaujo01,2373,532,964,314,151
299,Leonard Miller,SF,20,MIN,3,0,6,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,6,6,1,0,0,0,1,2,millele01,2373,532,964,314,151
302,Shake Milton,SG,27,MIN,21,0,343,41,108,0.38,11,43,0.256,30,65,0.462,0.431,30,37,0.811,4,36,40,30,14,3,22,31,123,miltosh01,2373,532,964,314,151
304,Josh Minott,SF,21,MIN,9,0,23,6,12,0.5,0,5,0,6,7,0.857,0.5,2,4,0.5,1,2,3,1,0,1,0,4,14,minotjo01,2373,532,964,314,151
311,Wendell Moore Jr.,SG,22,MIN,2,0,5,0,2,0,0,2,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,moorewe01,2373,532,964,314,151
325,Daishen Nix,PG,21,MIN,5,0,20,3,8,0.375,2,5,0.4,1,3,0.333,0.5,0,0,,0,1,1,0,1,0,0,0,8,nixda01,2373,532,964,314,151
369,Naz Reid,C,24,MIN,21,0,459,101,203,0.498,33,92,0.359,68,111,0.613,0.579,29,32,0.906,22,72,94,17,15,13,23,32,264,reidna01,2373,532,964,314,151
438,Karl-Anthony Towns,PF,28,MIN,21,21,697,166,326,0.509,45,105,0.429,121,221,0.548,0.578,82,91,0.901,24,164,188,66,19,15,63,71,459,townska01,2373,532,964,314,151
8,Jose Alvarado,PG,25,NOP,9,0,151,25,58,0.431,13,30,0.433,12,28,0.429,0.543,3,8,0.375,4,15,19,20,11,3,9,11,66,alvarjo01,2610,597,1013,315,192
102,Dyson Daniels,PG,20,NOP,23,12,577,63,156,0.404,16,66,0.242,47,90,0.522,0.455,17,26,0.654,25,84,109,72,34,9,29,45,159,daniedy01,2610,597,1013,315,192
141,Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,gateska01,2610,597,1013,315,192
179,Jordan Hawkins,SG,21,NOP,22,9,596,89,229,0.389,56,153,0.366,33,76,0.434,0.511,40,46,0.87,16,65,81,38,10,0,22,43,274,hawkijo01,2610,597,1013,315,192
206,Brandon Ingram,SF,26,NOP,20,20,683,180,366,0.492,25,85,0.294,155,281,0.552,0.526,75,97,0.773,12,92,104,108,15,3,52,42,460,ingrabr01,2610,597,1013,315,192
229,Herbert Jones,SF,25,NOP,20,20,621,84,164,0.512,24,70,0.343,60,94,0.638,0.585,54,61,0.885,24,63,87,56,36,26,32,70,246,joneshe01,2610,597,1013,315,192
254,Kira Lewis Jr.,PG,22,NOP,12,0,128,15,46,0.326,2,16,0.125,13,30,0.433,0.348,8,9,0.889,3,7,10,18,5,1,6,8,40,lewiski01,2610,597,1013,315,192
256,E.J. Liddell,PF,23,NOP,3,0,9,1,4,0.25,0,3,0,1,1,1,0.25,2,2,1,0,2,2,0,0,1,1,1,4,liddeej01,2610,597,1013,315,192
275,Naji Marshall,SF,26,NOP,14,0,289,38,83,0.458,16,38,0.421,22,45,0.489,0.554,28,33,0.848,20,45,65,29,11,4,18,20,120,marshna01,2610,597,1013,315,192
284,CJ McCollum,PG,32,NOP,10,10,333,70,162,0.432,27,75,0.36,43,87,0.494,0.515,28,36,0.778,8,34,42,56,17,9,14,22,195,mccolcj01,2610,597,1013,315,192
314,Trey Murphy III,SF,23,NOP,3,0,74,18,39,0.462,9,25,0.36,9,14,0.643,0.577,3,4,0.75,1,7,8,3,1,2,0,2,48,murphtr02,2610,597,1013,315,192
321,Larry Nance Jr.,C,31,NOP,14,0,211,21,42,0.5,3,11,0.273,18,31,0.581,0.536,4,8,0.5,18,40,58,10,9,4,13,19,49,nancela02,2610,597,1013,315,192
377,Jeremiah Robinson-Earl,PF,23,NOP,9,1,104,13,27,0.481,6,11,0.545,7,16,0.438,0.593,6,6,1,8,16,24,6,2,0,6,9,38,robinje02,2610,597,1013,315,192
384,Matt Ryan,SF,26,NOP,13,1,298,38,83,0.458,32,68,0.471,6,15,0.4,0.651,13,14,0.929,5,25,30,14,5,1,16,24,121,ryanma01,2610,597,1013,315,192
394,Dereon Seabron,SG,23,NOP,5,0,52,4,13,0.308,1,2,0.5,3,11,0.273,0.346,5,6,0.833,1,6,7,4,2,1,0,4,14,seabrde01,2610,597,1013,315,192
444,Jonas Valan?i?nas,C,31,NOP,23,23,613,125,224,0.558,16,44,0.364,109,180,0.606,0.594,55,67,0.821,53,150,203,52,9,30,27,73,321,valanjo01,2610,597,1013,315,192
484,Zion Williamson,PF,23,NOP,19,19,588,167,291,0.574,2,6,0.333,165,285,0.579,0.577,86,134,0.642,36,70,106,92,21,5,52,49,422,willizi01,2610,597,1013,315,192
493,Cody Zeller,C,31,NOP,19,0,184,10,33,0.303,0,1,0,10,32,0.313,0.303,13,24,0.542,22,35,57,19,4,2,6,23,33,zelleco01,2610,597,1013,315,192
14,Ryan Arcidiacono,PG,29,NYK,6,0,13,0,1,0,0,1,0,0,0,,0,0,0,,0,3,3,1,1,0,0,0,0,arcidry01,2352,493,966,277,162
29,RJ Barrett,SG,23,NYK,16,16,473,104,243,0.428,31,81,0.383,73,162,0.451,0.492,67,79,0.848,11,51,62,42,8,3,30,22,306,barrerj01,2352,493,966,277,162
63,Charlie Brown Jr.,SG,26,NYK,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,2,0,0,brownch02,2352,493,966,277,162
68,Jalen Brunson,PG,27,NYK,21,21,743,187,401,0.466,63,143,0.441,124,258,0.481,0.545,84,104,0.808,13,62,75,115,21,1,41,45,521,brunsja01,2352,493,966,277,162
111,Donte DiVincenzo,SG,27,NYK,21,3,428,64,152,0.421,46,108,0.426,18,44,0.409,0.572,13,19,0.684,15,44,59,36,18,6,22,30,187,divindo01,2352,493,966,277,162
133,Evan Fournier,SG,31,NYK,1,0,16,1,6,0.167,0,4,0,1,2,0.5,0.167,0,0,,0,1,1,1,1,0,0,2,2,fournev01,2352,493,966,277,162
